No,code,assay_code,assay type,species,ind,trt,spore_type,spore type,leaf,rep,tubes,notes,total leaf area,lesion area,chlamydo counts,,,date counted chlamydo,sporangia counts,,,,date counted sporangia
847,L_QUPA1C_1W,L,leaf disc,QUPA,1,W,C,chlamydo,7,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
848,L_QUPA1C_2W,L,leaf disc,QUPA,1,W,C,chlamydo,8,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
849,L_QUPA1C_3W,L,leaf disc,QUPA,1,W,C,chlamydo,9,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
850,L_QUPA1C_4W,L,leaf disc,QUPA,1,W,C,chlamydo,10,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
851,L_QUPA1C_5W,L,leaf disc,QUPA,1,W,C,chlamydo,11,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
852,L_QUPA1C_6W,L,leaf disc,QUPA,1,W,C,chlamydo,12,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
853,L_QUPA2C_1T,L,leaf disc,QUPA,2,T,C,chlamydo,1,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
854,L_QUPA2C_2T,L,leaf disc,QUPA,2,T,C,chlamydo,2,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
855,L_QUPA2C_3T,L,leaf disc,QUPA,2,T,C,chlamydo,3,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
856,L_QUPA2C_4T,L,leaf disc,QUPA,2,T,C,chlamydo,4,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
857,L_QUPA2C_5T,L,leaf disc,QUPA,2,T,C,chlamydo,5,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
858,L_QUPA2C_6T,L,leaf disc,QUPA,2,T,C,chlamydo,6,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
859,L_QUPA2C_1W,L,leaf disc,QUPA,2,W,C,chlamydo,7,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
860,L_QUPA2C_2W,L,leaf disc,QUPA,2,W,C,chlamydo,8,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
861,L_QUPA2C_3W,L,leaf disc,QUPA,2,W,C,chlamydo,9,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
862,L_QUPA2C_4W,L,leaf disc,QUPA,2,W,C,chlamydo,10,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
863,L_QUPA2C_5W,L,leaf disc,QUPA,2,W,C,chlamydo,11,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
864,L_QUPA2C_6W,L,leaf disc,QUPA,2,W,C,chlamydo,12,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
865,L_QUPA3C_1T,L,leaf disc,QUPA,3,T,C,chlamydo,1,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
866,L_QUPA3C_2T,L,leaf disc,QUPA,3,T,C,chlamydo,2,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
867,L_QUPA3C_3T,L,leaf disc,QUPA,3,T,C,chlamydo,3,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
868,L_QUPA3C_4T,L,leaf disc,QUPA,3,T,C,chlamydo,4,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
869,L_QUPA3C_5T,L,leaf disc,QUPA,3,T,C,chlamydo,5,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
870,L_QUPA3C_6T,L,leaf disc,QUPA,3,T,C,chlamydo,6,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
871,L_QUPA3C_1W,L,leaf disc,QUPA,3,W,C,chlamydo,7,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
872,L_QUPA3C_2W,L,leaf disc,QUPA,3,W,C,chlamydo,8,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
873,L_QUPA3C_3W,L,leaf disc,QUPA,3,W,C,chlamydo,9,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
874,L_QUPA3C_4W,L,leaf disc,QUPA,3,W,C,chlamydo,10,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
875,L_QUPA3C_5W,L,leaf disc,QUPA,3,W,C,chlamydo,11,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
876,L_QUPA3C_6W,L,leaf disc,QUPA,3,W,C,chlamydo,12,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
877,L_RHCA1C_1T,L,leaf disc,RHCA,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
878,L_RHCA1C_2T,L,leaf disc,RHCA,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
879,L_RHCA1C_3T,L,leaf disc,RHCA,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
880,L_RHCA1C_4T,L,leaf disc,RHCA,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
881,L_RHCA1C_5T,L,leaf disc,RHCA,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
882,L_RHCA1C_6T,L,leaf disc,RHCA,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
883,L_RHCA1C_1W,L,leaf disc,RHCA,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
884,L_RHCA1C_2W,L,leaf disc,RHCA,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
885,L_RHCA1C_3W,L,leaf disc,RHCA,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
886,L_RHCA1C_4W,L,leaf disc,RHCA,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
887,L_RHCA1C_5W,L,leaf disc,RHCA,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
888,L_RHCA1C_6W,L,leaf disc,RHCA,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
889,L_RHCA2C_1T,L,leaf disc,RHCA,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
890,L_RHCA2C_2T,L,leaf disc,RHCA,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
891,L_RHCA2C_3T,L,leaf disc,RHCA,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
892,L_RHCA2C_4T,L,leaf disc,RHCA,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
893,L_RHCA2C_5T,L,leaf disc,RHCA,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
894,L_RHCA2C_6T,L,leaf disc,RHCA,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
895,L_RHCA2C_1W,L,leaf disc,RHCA,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
896,L_RHCA2C_2W,L,leaf disc,RHCA,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
897,L_RHCA2C_3W,L,leaf disc,RHCA,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
898,L_RHCA2C_4W,L,leaf disc,RHCA,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
899,L_RHCA2C_5W,L,leaf disc,RHCA,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
900,L_RHCA2C_6W,L,leaf disc,RHCA,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
901,L_RHCA3C_1T,L,leaf disc,RHCA,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
902,L_RHCA3C_2T,L,leaf disc,RHCA,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
903,L_RHCA3C_3T,L,leaf disc,RHCA,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
904,L_RHCA3C_4T,L,leaf disc,RHCA,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
905,L_RHCA3C_5T,L,leaf disc,RHCA,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
906,L_RHCA3C_6T,L,leaf disc,RHCA,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
907,L_RHCA3C_1W,L,leaf disc,RHCA,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
908,L_RHCA3C_2W,L,leaf disc,RHCA,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
909,L_RHCA3C_3W,L,leaf disc,RHCA,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
910,L_RHCA3C_4W,L,leaf disc,RHCA,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
911,L_RHCA3C_5W,L,leaf disc,RHCA,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
912,L_RHCA3C_6W,L,leaf disc,RHCA,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
913,L_TODI1C_1T,L,leaf disc,TODI,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
914,L_TODI1C_2T,L,leaf disc,TODI,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
915,L_TODI1C_3T,L,leaf disc,TODI,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
916,L_TODI1C_4T,L,leaf disc,TODI,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
917,L_TODI1C_5T,L,leaf disc,TODI,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
918,L_TODI1C_6T,L,leaf disc,TODI,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
919,L_TODI1C_1W,L,leaf disc,TODI,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
920,L_TODI1C_2W,L,leaf disc,TODI,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
921,L_TODI1C_3W,L,leaf disc,TODI,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
922,L_TODI1C_4W,L,leaf disc,TODI,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
923,L_TODI1C_5W,L,leaf disc,TODI,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
924,L_TODI1C_6W,L,leaf disc,TODI,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
925,L_TODI2C_1T,L,leaf disc,TODI,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
926,L_TODI2C_2T,L,leaf disc,TODI,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
927,L_TODI2C_3T,L,leaf disc,TODI,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
928,L_TODI2C_4T,L,leaf disc,TODI,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
929,L_TODI2C_5T,L,leaf disc,TODI,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
930,L_TODI2C_6T,L,leaf disc,TODI,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
931,L_TODI2C_1W,L,leaf disc,TODI,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
932,L_TODI2C_2W,L,leaf disc,TODI,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
933,L_TODI2C_3W,L,leaf disc,TODI,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
934,L_TODI2C_4W,L,leaf disc,TODI,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
935,L_TODI2C_5W,L,leaf disc,TODI,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
936,L_TODI2C_6W,L,leaf disc,TODI,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
937,L_TODI3C_1T,L,leaf disc,TODI,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
938,L_TODI3C_2T,L,leaf disc,TODI,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
939,L_TODI3C_3T,L,leaf disc,TODI,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
940,L_TODI3C_4T,L,leaf disc,TODI,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
941,L_TODI3C_5T,L,leaf disc,TODI,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
942,L_TODI3C_6T,L,leaf disc,TODI,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
943,L_TODI3C_1W,L,leaf disc,TODI,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
944,L_TODI3C_2W,L,leaf disc,TODI,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
945,L_TODI3C_3W,L,leaf disc,TODI,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
946,L_TODI3C_4W,L,leaf disc,TODI,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
947,L_TODI3C_5W,L,leaf disc,TODI,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
948,L_TODI3C_6W,L,leaf disc,TODI,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
949,L_UMCA1C_1T,L,leaf disc,UMCA,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
950,L_UMCA1C_2T,L,leaf disc,UMCA,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
951,L_UMCA1C_3T,L,leaf disc,UMCA,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
952,L_UMCA1C_4T,L,leaf disc,UMCA,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
953,L_UMCA1C_5T,L,leaf disc,UMCA,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
954,L_UMCA1C_6T,L,leaf disc,UMCA,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
955,L_UMCA1C_1W,L,leaf disc,UMCA,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
956,L_UMCA1C_2W,L,leaf disc,UMCA,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
957,L_UMCA1C_3W,L,leaf disc,UMCA,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
958,L_UMCA1C_4W,L,leaf disc,UMCA,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
959,L_UMCA1C_5W,L,leaf disc,UMCA,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
960,L_UMCA1C_6W,L,leaf disc,UMCA,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
961,L_UMCA2C_1T,L,leaf disc,UMCA,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
962,L_UMCA2C_2T,L,leaf disc,UMCA,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
963,L_UMCA2C_3T,L,leaf disc,UMCA,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
964,L_UMCA2C_4T,L,leaf disc,UMCA,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
965,L_UMCA2C_5T,L,leaf disc,UMCA,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
966,L_UMCA2C_6T,L,leaf disc,UMCA,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
967,L_UMCA2C_1W,L,leaf disc,UMCA,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
968,L_UMCA2C_2W,L,leaf disc,UMCA,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
969,L_UMCA2C_3W,L,leaf disc,UMCA,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
970,L_UMCA2C_4W,L,leaf disc,UMCA,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
971,L_UMCA2C_5W,L,leaf disc,UMCA,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
972,L_UMCA2C_6W,L,leaf disc,UMCA,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
973,L_UMCA3C_1T,L,leaf disc,UMCA,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
974,L_UMCA3C_2T,L,leaf disc,UMCA,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
975,L_UMCA3C_3T,L,leaf disc,UMCA,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
976,L_UMCA3C_4T,L,leaf disc,UMCA,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
977,L_UMCA3C_5T,L,leaf disc,UMCA,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
978,L_UMCA3C_6T,L,leaf disc,UMCA,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
979,L_UMCA3C_1W,L,leaf disc,UMCA,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
980,L_UMCA3C_2W,L,leaf disc,UMCA,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
981,L_UMCA3C_3W,L,leaf disc,UMCA,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
982,L_UMCA3C_4W,L,leaf disc,UMCA,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
983,L_UMCA3C_5W,L,leaf disc,UMCA,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
984,L_UMCA3C_6W,L,leaf disc,UMCA,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
985,L_VAOV1C_1T,L,leaf disc,VAOV,1,T,C,chlamydo,1,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
986,L_VAOV1C_2T,L,leaf disc,VAOV,1,T,C,chlamydo,2,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
987,L_VAOV1C_3T,L,leaf disc,VAOV,1,T,C,chlamydo,3,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
988,L_VAOV1C_4T,L,leaf disc,VAOV,1,T,C,chlamydo,4,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
989,L_VAOV1C_5T,L,leaf disc,VAOV,1,T,C,chlamydo,5,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
990,L_VAOV1C_6T,L,leaf disc,VAOV,1,T,C,chlamydo,6,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
991,L_VAOV1C_1W,L,leaf disc,VAOV,1,W,C,chlamydo,7,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
992,L_VAOV1C_2W,L,leaf disc,VAOV,1,W,C,chlamydo,8,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
993,L_VAOV1C_3W,L,leaf disc,VAOV,1,W,C,chlamydo,9,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
994,L_VAOV1C_4W,L,leaf disc,VAOV,1,W,C,chlamydo,10,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
995,L_VAOV1C_5W,L,leaf disc,VAOV,1,W,C,chlamydo,11,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
996,L_VAOV1C_6W,L,leaf disc,VAOV,1,W,C,chlamydo,12,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
997,L_VAOV2C_1T,L,leaf disc,VAOV,2,T,C,chlamydo,1,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
998,L_VAOV2C_2T,L,leaf disc,VAOV,2,T,C,chlamydo,2,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
999,L_VAOV2C_3T,L,leaf disc,VAOV,2,T,C,chlamydo,3,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1000,L_VAOV2C_4T,L,leaf disc,VAOV,2,T,C,chlamydo,4,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1001,L_VAOV2C_5T,L,leaf disc,VAOV,2,T,C,chlamydo,5,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1002,L_VAOV2C_6T,L,leaf disc,VAOV,2,T,C,chlamydo,6,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1003,L_VAOV2C_1W,L,leaf disc,VAOV,2,W,C,chlamydo,7,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1004,L_VAOV2C_2W,L,leaf disc,VAOV,2,W,C,chlamydo,8,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1005,L_VAOV2C_3W,L,leaf disc,VAOV,2,W,C,chlamydo,9,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1006,L_VAOV2C_4W,L,leaf disc,VAOV,2,W,C,chlamydo,10,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1007,L_VAOV2C_5W,L,leaf disc,VAOV,2,W,C,chlamydo,11,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1008,L_VAOV2C_6W,L,leaf disc,VAOV,2,W,C,chlamydo,12,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1009,L_VAOV3C_1T,L,leaf disc,VAOV,3,T,C,chlamydo,1,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1010,L_VAOV3C_2T,L,leaf disc,VAOV,3,T,C,chlamydo,2,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1011,L_VAOV3C_3T,L,leaf disc,VAOV,3,T,C,chlamydo,3,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1012,L_VAOV3C_4T,L,leaf disc,VAOV,3,T,C,chlamydo,4,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1013,L_VAOV3C_5T,L,leaf disc,VAOV,3,T,C,chlamydo,5,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1014,L_VAOV3C_6T,L,leaf disc,VAOV,3,T,C,chlamydo,6,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1015,L_VAOV3C_1W,L,leaf disc,VAOV,3,W,C,chlamydo,7,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1016,L_VAOV3C_2W,L,leaf disc,VAOV,3,W,C,chlamydo,8,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1017,L_VAOV3C_3W,L,leaf disc,VAOV,3,W,C,chlamydo,9,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1018,L_VAOV3C_4W,L,leaf disc,VAOV,3,W,C,chlamydo,10,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1019,L_VAOV3C_5W,L,leaf disc,VAOV,3,W,C,chlamydo,11,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1020,L_VAOV3C_6W,L,leaf disc,VAOV,3,W,C,chlamydo,12,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
1021,D_SESE1C_1T,D,detached leaves,SESE,1,T,C,chlamydo,2,1,2 ml,remove 3 random needles,,,,,,,,,,,0
1022,D_SESE1C_2T,D,detached leaves,SESE,1,T,C,chlamydo,4,2,2 ml,remove 3 random needles,,,,,,,,,,,0
1023,D_SESE1C_3T,D,detached leaves,SESE,1,T,C,chlamydo,6,3,2 ml,remove 3 random needles,,,,,,,,,,,0
1024,D_SESE1C_4T,D,detached leaves,SESE,1,T,C,chlamydo,8,4,2 ml,remove 3 random needles,,,,,,,,,,,0
1025,D_SESE1C_5T,D,detached leaves,SESE,1,T,C,chlamydo,10,5,2 ml,remove 3 random needles,,,,,,,,,,,0
1026,D_SESE1C_6T,D,detached leaves,SESE,1,T,C,chlamydo,12,6,2 ml,remove 3 random needles,,,,,,,,,,,0
1027,D_SESE1C_1W,D,detached leaves,SESE,1,W,C,chlamydo,14,1,2 ml,remove 3 random needles,,,,,,,,,,,0
1028,D_SESE1C_2W,D,detached leaves,SESE,1,W,C,chlamydo,16,2,2 ml,remove 3 random needles,,,,,,,,,,,0
1029,D_SESE1C_3W,D,detached leaves,SESE,1,W,C,chlamydo,18,3,2 ml,remove 3 random needles,,,,,,,,,,,0
1030,D_SESE1C_4W,D,detached leaves,SESE,1,W,C,chlamydo,20,4,2 ml,remove 3 random needles,,,,,,,,,,,0
1031,D_SESE1C_5W,D,detached leaves,SESE,1,W,C,chlamydo,22,5,2 ml,remove 3 random needles,,,,,,,,,,,0
1032,D_SESE1C_6W,D,detached leaves,SESE,1,W,C,chlamydo,24,6,2 ml,remove 3 random needles,,,,,,,,,,,0
1033,D_SESE2C_1T,D,detached leaves,SESE,2,T,C,chlamydo,2,1,2 ml,remove 3 random needles,,,,,,,,,,,0
1034,D_SESE2C_2T,D,detached leaves,SESE,2,T,C,chlamydo,4,2,2 ml,remove 3 random needles,,,,,,,,,,,0
1035,D_SESE2C_3T,D,detached leaves,SESE,2,T,C,chlamydo,6,3,2 ml,remove 3 random needles,,,,,,,,,,,0
1036,D_SESE2C_4T,D,detached leaves,SESE,2,T,C,chlamydo,8,4,2 ml,remove 3 random needles,,,,,,,,,,,0
1037,D_SESE2C_5T,D,detached leaves,SESE,2,T,C,chlamydo,10,5,2 ml,remove 3 random needles,,,,,,,,,,,0
1038,D_SESE2C_6T,D,detached leaves,SESE,2,T,C,chlamydo,12,6,2 ml,remove 3 random needles,,,,,,,,,,,0
1039,D_SESE2C_1W,D,detached leaves,SESE,2,W,C,chlamydo,14,1,2 ml,remove 3 random needles,,,,,,,,,,,0
1040,D_SESE2C_2W,D,detached leaves,SESE,2,W,C,chlamydo,16,2,2 ml,remove 3 random needles,,,,,,,,,,,0
1041,D_SESE2C_3W,D,detached leaves,SESE,2,W,C,chlamydo,18,3,2 ml,remove 3 random needles,,,,,,,,,,,0
1042,D_SESE2C_4W,D,detached leaves,SESE,2,W,C,chlamydo,20,4,2 ml,remove 3 random needles,,,,,,,,,,,0
1043,D_SESE2C_5W,D,detached leaves,SESE,2,W,C,chlamydo,22,5,2 ml,remove 3 random needles,,,,,,,,,,,0
1044,D_SESE2C_6W,D,detached leaves,SESE,2,W,C,chlamydo,24,6,2 ml,remove 3 random needles,,,,,,,,,,,0
1045,D_SESE3C_1T,D,detached leaves,SESE,3,T,C,chlamydo,2,1,2 ml,remove 3 random needles,,,,,,,,,,,0
1046,D_SESE3C_2T,D,detached leaves,SESE,3,T,C,chlamydo,4,2,2 ml,remove 3 random needles,,,,,,,,,,,0
1047,D_SESE3C_3T,D,detached leaves,SESE,3,T,C,chlamydo,6,3,2 ml,remove 3 random needles,,,,,,,,,,,0
1048,D_SESE3C_4T,D,detached leaves,SESE,3,T,C,chlamydo,8,4,2 ml,remove 3 random needles,,,,,,,,,,,0
1049,D_SESE3C_5T,D,detached leaves,SESE,3,T,C,chlamydo,10,5,2 ml,remove 3 random needles,,,,,,,,,,,0
