No,code,assay,species,ind,trt,spore,leaf,rep,tubes,count.mu,spores_cm2,count.sd,date_counted,water,p.area,manual,remove,notes
777,L_QUCH1C_3W,L,QUCH,1,W,C,9,3,2 ml,NA,#VALUE!,NA,9-Aug,0,5.39E-05,1,,
778,L_QUCH1C_4W,L,QUCH,1,W,C,10,4,2 ml,NA,#VALUE!,NA,9-Aug,0,7.29E-05,1,,
779,L_QUCH1C_5W,L,QUCH,1,W,C,11,5,2 ml,NA,#VALUE!,NA,9-Aug,0,3.11E-05,1,,
780,L_QUCH1C_6W,L,QUCH,1,W,C,12,6,2 ml,NA,#VALUE!,NA,9-Aug,0,3.72E-05,1,,
781,L_QUCH2C_1T,L,QUCH,2,T,C,1,1,2 ml,NA,#VALUE!,NA,9-Aug,0,0.00911,0,,
782,L_QUCH2C_2T,L,QUCH,2,T,C,2,2,2 ml,NA,#VALUE!,NA,13-Jul,0,0.05283,0,,
783,L_QUCH2C_3T,L,QUCH,2,T,C,3,3,2 ml,NA,#VALUE!,NA,13-Jul,0,8.08E-05,1,,
784,L_QUCH2C_4T,L,QUCH,2,T,C,4,4,2 ml,NA,#VALUE!,NA,9-Aug,0,7.11E-05,1,,
785,L_QUCH2C_5T,L,QUCH,2,T,C,5,5,2 ml,NA,#VALUE!,NA,13-Jul,0,0,1,,
786,L_QUCH2C_6T,L,QUCH,2,T,C,6,6,2 ml,NA,#VALUE!,NA,13-Jul,0,0,1,,
787,L_QUCH2C_1W,L,QUCH,2,W,C,1,1,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
788,L_QUCH2C_2W,L,QUCH,2,W,C,2,2,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
789,L_QUCH2C_3W,L,QUCH,2,W,C,3,3,2 ml,NA,#VALUE!,NA,10-Aug,0,0.000131893,1,,
790,L_QUCH2C_4W,L,QUCH,2,W,C,4,4,2 ml,NA,#VALUE!,NA,10-Aug,0,0.000345986,1,,
791,L_QUCH2C_5W,L,QUCH,2,W,C,5,5,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
792,L_QUCH2C_6W,L,QUCH,2,W,C,6,6,2 ml,NA,#VALUE!,NA,10-Aug,0,4.64E-05,1,,
793,L_QUCH3C_1T,L,QUCH,3,T,C,1,1,2 ml,NA,#VALUE!,NA,10-Aug,0,5.29E-05,1,,
794,L_QUCH3C_2T,L,QUCH,3,T,C,2,2,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
795,L_QUCH3C_3T,L,QUCH,3,T,C,3,3,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
796,L_QUCH3C_4T,L,QUCH,3,T,C,4,4,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
797,L_QUCH3C_5T,L,QUCH,3,T,C,5,5,2 ml,NA,#VALUE!,NA,10-Aug,0,1.86E-05,1,,
798,L_QUCH3C_6T,L,QUCH,3,T,C,6,6,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
799,L_QUCH3C_1W,L,QUCH,3,W,C,1,1,2 ml,NA,#VALUE!,NA,10-Aug,0,6.69E-05,1,,
800,L_QUCH3C_2W,L,QUCH,3,W,C,2,2,2 ml,NA,#VALUE!,NA,10-Aug,0,3.90E-05,1,,
801,L_QUCH3C_3W,L,QUCH,3,W,C,3,3,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
802,L_QUCH3C_4W,L,QUCH,3,W,C,4,4,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
803,L_QUCH3C_5W,L,QUCH,3,W,C,5,5,2 ml,NA,#VALUE!,NA,10-Aug,0,3.95E-05,1,,
804,L_QUCH3C_6W,L,QUCH,3,W,C,6,6,2 ml,NA,#VALUE!,NA,10-Aug,0,0,1,,
805,L_QUKE1C_1T,L,QUKE,1,T,C,1,1,2 ml,445,36178.86179,NA,10-Aug,0,0.1375,0,,
806,L_QUKE1C_2T,L,QUKE,1,T,C,2,2,2 ml,730,59349.5935,NA,10-Aug,0,0.16233,0,,
807,L_QUKE1C_3T,L,QUKE,1,T,C,3,3,2 ml,360,29268.29268,NA,9-Jul,0,0.21136,0,,
808,L_QUKE1C_4T,L,QUKE,1,T,C,4,4,2 ml,750,60975.60976,NA,9-Jul,0,0.32165,0,,
809,L_QUKE1C_5T,L,QUKE,1,T,C,5,5,2 ml,830,67479.6748,NA,9-Jul,0,0.22655,0,,
810,L_QUKE1C_6T,L,QUKE,1,T,C,6,6,2 ml,310,25203.25203,NA,9-Jul,0,0.32019,0,,
811,L_QUKE1C_1W,L,QUKE,1,W,C,1,1,2 ml,0,0,NA,9-Jul,0,8.59E-05,1,,
812,L_QUKE1C_2W,L,QUKE,1,W,C,2,2,2 ml,0,0,NA,9-Jul,0,0,1,,
813,L_QUKE1C_3W,L,QUKE,1,W,C,3,3,2 ml,0,0,NA,9-Jul,0,2.14E-05,1,,
814,L_QUKE1C_4W,L,QUKE,1,W,C,4,4,2 ml,0,0,NA,9-Jul,0,4.88E-05,1,,
815,L_QUKE1C_5W,L,QUKE,1,W,C,5,5,2 ml,0,0,NA,9-Jul,0,0,1,,
816,L_QUKE1C_6W,L,QUKE,1,W,C,6,6,2 ml,0,0,NA,9-Jul,0,0,1,,
817,L_QUKE2C_1T,L,QUKE,2,T,C,1,1,2 ml,790,64227.64228,NA,9-Jul,0,0.28481,0,,
818,L_QUKE2C_2T,L,QUKE,2,T,C,2,2,2 ml,790,64227.64228,NA,9-Jul,0,0.28831,0,,
819,L_QUKE2C_3T,L,QUKE,2,T,C,3,3,2 ml,900,73170.73171,NA,9-Jul,0,0.48813,0,,
820,L_QUKE2C_4T,L,QUKE,2,T,C,4,4,2 ml,850,69105.69106,NA,9-Jul,0,0.24873,0,,
821,L_QUKE2C_5T,L,QUKE,2,T,C,5,5,2 ml,820,66666.66667,NA,9-Jul,0,0.2208,0,,
822,L_QUKE2C_6T,L,QUKE,2,T,C,6,6,2 ml,1060,86178.86179,NA,9-Jul,0,0.42962,0,,
823,L_QUKE2C_1W,L,QUKE,2,W,C,1,1,2 ml,0,0,NA,16-Jul,0,0,1,,
824,L_QUKE2C_2W,L,QUKE,2,W,C,2,2,2 ml,0,0,NA,16-Jul,0,0.000647853,1,,
825,L_QUKE2C_3W,L,QUKE,2,W,C,3,3,2 ml,0,0,NA,16-Jul,0,0.000621382,1,,
826,L_QUKE2C_4W,L,QUKE,2,W,C,4,4,2 ml,0,0,NA,16-Jul,0,0,1,,
827,L_QUKE2C_5W,L,QUKE,2,W,C,5,5,2 ml,0,0,NA,16-Jul,0,0,1,,
828,L_QUKE2C_6W,L,QUKE,2,W,C,6,6,2 ml,0,0,NA,16-Jul,0,0.001171244,1,,
829,L_QUKE3C_1T,L,QUKE,3,T,C,1,1,2 ml,670,54471.54472,NA,16-Jul,0,0.18465,0,,counts later. lots of dark cells like RITCA
830,L_QUKE3C_2T,L,QUKE,3,T,C,2,2,2 ml,380,30894.30894,NA,16-Jul,0,0.2186,0,,counts later. lots of dark cells like RITCA
831,L_QUKE3C_3T,L,QUKE,3,T,C,3,3,2 ml,340,27642.27642,NA,9-Jul,0,0.23698,0,,counts later. lots of dark cells like RITCA
832,L_QUKE3C_4T,L,QUKE,3,T,C,4,4,2 ml,980,79674.79675,NA,16-Jul,0,0.27947,0,,see #829
833,L_QUKE3C_5T,L,QUKE,3,T,C,5,5,2 ml,59,4796.747967,NA,16-Jul,0,0.21202,0,,see #829
834,L_QUKE3C_6T,L,QUKE,3,T,C,6,6,2 ml,27,2195.121951,NA,9-Jul,0,0.1755,0,,
835,L_QUKE3C_1W,L,QUKE,3,W,C,1,1,2 ml,0,0,NA,16-Jul,0,0,1,,
836,L_QUKE3C_2W,L,QUKE,3,W,C,2,2,2 ml,0,0,NA,16-Jul,0,0,1,,
837,L_QUKE3C_3W,L,QUKE,3,W,C,3,3,2 ml,0,0,NA,16-Jul,0,0.000406359,1,,
838,L_QUKE3C_4W,L,QUKE,3,W,C,4,4,2 ml,0,0,NA,16-Jul,0,0,1,,
839,L_QUKE3C_5W,L,QUKE,3,W,C,5,5,2 ml,0,0,NA,16-Jul,0,0,1,,
840,L_QUKE3C_6W,L,QUKE,3,W,C,6,6,2 ml,0,0,NA,16-Jul,0,0,1,,
841,L_QUPA1C_1T,L,QUPA,1,T,C,1,1,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
842,L_QUPA1C_2T,L,QUPA,1,T,C,2,2,2 ml,NA,#VALUE!,NA,16-Jul,0,0.00129292,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
843,L_QUPA1C_3T,L,QUPA,1,T,C,3,3,2 ml,NA,#VALUE!,NA,16-Jul,0,0.001259482,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
844,L_QUPA1C_4T,L,QUPA,1,T,C,4,4,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
845,L_QUPA1C_5T,L,QUPA,1,T,C,5,5,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
846,L_QUPA1C_6T,L,QUPA,1,T,C,6,6,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
847,L_QUPA1C_1W,L,QUPA,1,W,C,1,1,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
848,L_QUPA1C_2W,L,QUPA,1,W,C,2,2,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
849,L_QUPA1C_3W,L,QUPA,1,W,C,3,3,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
850,L_QUPA1C_4W,L,QUPA,1,W,C,4,4,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
851,L_QUPA1C_5W,L,QUPA,1,W,C,5,5,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
852,L_QUPA1C_6W,L,QUPA,1,W,C,6,6,2 ml,NA,#VALUE!,NA,16-Jul,0,0,1,,"4 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
853,L_QUPA2C_1T,L,QUPA,2,T,C,1,1,2 ml,NA,#VALUE!,NA,17-Jul,0,0.17369,0,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
854,L_QUPA2C_2T,L,QUPA,2,T,C,2,2,2 ml,NA,#VALUE!,NA,17-Jul,0,0.1661,0,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
855,L_QUPA2C_3T,L,QUPA,2,T,C,3,3,2 ml,NA,#VALUE!,NA,17-Jul,0,0.12927,0,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
856,L_QUPA2C_4T,L,QUPA,2,T,C,4,4,2 ml,NA,#VALUE!,NA,17-Jul,0,0.32751,0,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
857,L_QUPA2C_5T,L,QUPA,2,T,C,5,5,2 ml,NA,#VALUE!,NA,17-Jul,0,0.26502,0,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
858,L_QUPA2C_6T,L,QUPA,2,T,C,6,6,2 ml,NA,#VALUE!,NA,17-Jul,0,0.13707,0,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
859,L_QUPA2C_1W,L,QUPA,2,W,C,7,1,2 ml,NA,#VALUE!,NA,17-Jul,0,0,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
860,L_QUPA2C_2W,L,QUPA,2,W,C,8,2,2 ml,NA,#VALUE!,NA,17-Jul,0,0,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
861,L_QUPA2C_3W,L,QUPA,2,W,C,9,3,2 ml,NA,#VALUE!,NA,17-Jul,0,0,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
862,L_QUPA2C_4W,L,QUPA,2,W,C,10,4,2 ml,NA,#VALUE!,NA,17-Jul,0,0.000105421,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
863,L_QUPA2C_5W,L,QUPA,2,W,C,11,5,2 ml,NA,#VALUE!,NA,17-Jul,0,0.002391251,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
864,L_QUPA2C_6W,L,QUPA,2,W,C,12,6,2 ml,NA,#VALUE!,NA,17-Jul,0,0.000749559,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH"
865,L_QUPA3C_1T,L,QUPA,3,T,C,1,1,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
866,L_QUPA3C_2T,L,QUPA,3,T,C,2,2,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
867,L_QUPA3C_3T,L,QUPA,3,T,C,3,3,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C. QUPA3-3T missing drop. No lesion7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
868,L_QUPA3C_4T,L,QUPA,3,T,C,4,4,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
869,L_QUPA3C_5T,L,QUPA,3,T,C,5,5,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCH, all on surface, not embeddedphoto missing for QUPA3"
870,L_QUPA3C_6T,L,QUPA,3,T,C,6,6,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
871,L_QUPA3C_1W,L,QUPA,3,W,C,7,1,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
872,L_QUPA3C_2W,L,QUPA,3,W,C,8,2,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
873,L_QUPA3C_3W,L,QUPA,3,W,C,9,3,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
874,L_QUPA3C_4W,L,QUPA,3,W,C,10,4,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
875,L_QUPA3C_5W,L,QUPA,3,W,C,11,5,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
876,L_QUPA3C_6W,L,QUPA,3,W,C,12,6,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,1,,"2 discs cut per leaf. Pairs between S and C.7/10 too thick to count, can't rely on QUPA counts and also QUAG 1 and 3 and QUCHphoto missing for QUPA3"
877,L_RHCA1C_1T,L,RHCA,1,T,C,1,1,2 ml,0,0,NA,10-Jul,0,0.76733,0,,
878,L_RHCA1C_2T,L,RHCA,1,T,C,2,2,2 ml,0,0,NA,10-Jul,0,0.72279,0,,
879,L_RHCA1C_3T,L,RHCA,1,T,C,3,3,2 ml,0,0,NA,10-Jul,0,0.83976,0,,
880,L_RHCA1C_4T,L,RHCA,1,T,C,4,4,2 ml,0,0,NA,10-Jul,0,0.89838,0,,
881,L_RHCA1C_5T,L,RHCA,1,T,C,5,5,2 ml,0,0,NA,10-Jul,0,0.33265,0,,
882,L_RHCA1C_6T,L,RHCA,1,T,C,6,6,2 ml,1,81.30081301,NA,10-Jul,0,0.74549,0,,
883,L_RHCA1C_1W,L,RHCA,1,W,C,1,1,2 ml,0,0,NA,17-Jul,0,0.000446763,1,,
884,L_RHCA1C_2W,L,RHCA,1,W,C,2,2,2 ml,0,0,NA,17-Jul,0,0.000697081,1,,
885,L_RHCA1C_3W,L,RHCA,1,W,C,3,3,2 ml,0,0,NA,17-Jul,0,0.000318121,1,,
886,L_RHCA1C_4W,L,RHCA,1,W,C,4,4,2 ml,0,0,NA,17-Jul,0,0.000450014,1,,
887,L_RHCA1C_5W,L,RHCA,1,W,C,5,5,2 ml,0,0,NA,17-Jul,0,0.000398,1,,
888,L_RHCA1C_6W,L,RHCA,1,W,C,6,6,2 ml,0,0,NA,17-Jul,0,0.000758383,1,,
889,L_RHCA2C_1T,L,RHCA,2,T,C,1,1,2 ml,0,0,NA,17-Jul,0,0.14316,0,,
890,L_RHCA2C_2T,L,RHCA,2,T,C,2,2,2 ml,0,0,NA,17-Jul,0,0.19955,0,,
891,L_RHCA2C_3T,L,RHCA,2,T,C,3,3,2 ml,0,0,NA,17-Jul,0,0.25015,0,,
892,L_RHCA2C_4T,L,RHCA,2,T,C,4,4,2 ml,0,0,NA,17-Jul,0,0.12911,0,,
893,L_RHCA2C_5T,L,RHCA,2,T,C,5,5,2 ml,0,0,NA,17-Jul,0,0.12927,0,,
894,L_RHCA2C_6T,L,RHCA,2,T,C,6,6,2 ml,0,0,NA,17-Jul,0,0.30212,0,,
895,L_RHCA2C_1W,L,RHCA,2,W,C,1,1,2 ml,0,0,NA,17-Jul,0,0.000510852,1,,
896,L_RHCA2C_2W,L,RHCA,2,W,C,2,2,2 ml,0,0,NA,17-Jul,0,0.000135608,1,,
897,L_RHCA2C_3W,L,RHCA,2,W,C,3,3,2 ml,0,0,NA,17-Jul,0,0.000409146,1,,
898,L_RHCA2C_4W,L,RHCA,2,W,C,4,4,2 ml,0,0,NA,17-Jul,0,0.000286541,1,,
899,L_RHCA2C_5W,L,RHCA,2,W,C,5,5,2 ml,0,0,NA,17-Jul,0,0.000285613,1,,
900,L_RHCA2C_6W,L,RHCA,2,W,C,6,6,2 ml,0,0,NA,17-Jul,0,0.000589802,1,,
901,L_RHCA3C_1T,L,RHCA,3,T,C,1,1,2 ml,0,0,NA,17-Jul,0,0.000593053,1,,
902,L_RHCA3C_2T,L,RHCA,3,T,C,2,2,2 ml,0,0,NA,19-Jul,0,0.000413326,1,,
903,L_RHCA3C_3T,L,RHCA,3,T,C,3,3,2 ml,0,0,NA,19-Jul,0,2.74E-05,1,,
904,L_RHCA3C_4T,L,RHCA,3,T,C,4,4,2 ml,0,0,NA,19-Jul,0,0.000837797,1,,
905,L_RHCA3C_5T,L,RHCA,3,T,C,5,5,2 ml,0,0,NA,19-Jul,0,0.000216415,1,,
906,L_RHCA3C_6T,L,RHCA,3,T,C,6,6,2 ml,0,0,NA,19-Jul,0,0.001108084,1,,
907,L_RHCA3C_1W,L,RHCA,3,W,C,1,1,2 ml,0,0,NA,19-Jul,0,0,1,,
908,L_RHCA3C_2W,L,RHCA,3,W,C,2,2,2 ml,0,0,NA,19-Jul,0,0,1,,
909,L_RHCA3C_3W,L,RHCA,3,W,C,3,3,2 ml,0,0,NA,19-Jul,0,0,1,,
910,L_RHCA3C_4W,L,RHCA,3,W,C,4,4,2 ml,0,0,NA,19-Jul,0,0,1,,
911,L_RHCA3C_5W,L,RHCA,3,W,C,5,5,2 ml,0,0,NA,19-Jul,0,0,1,,
912,L_RHCA3C_6W,L,RHCA,3,W,C,6,6,2 ml,0,0,NA,19-Jul,0,0,1,,
913,L_TODI1C_1T,L,TODI,1,T,C,1,1,2 ml,240,19512.19512,NA,11-Jul,0,0.50177,0,,
914,L_TODI1C_2T,L,TODI,1,T,C,2,2,2 ml,290,23577.23577,NA,11-Jul,0,0.66632,0,,"v. dark species, somewhat hard to see, but ok under leica at full brightness"
915,L_TODI1C_3T,L,TODI,1,T,C,3,3,2 ml,180,14634.14634,NA,11-Jul,0,0.61211,0,,
916,L_TODI1C_4T,L,TODI,1,T,C,4,4,2 ml,0,0,NA,11-Jul,0,0.37142,0,,
917,L_TODI1C_5T,L,TODI,1,T,C,5,5,2 ml,560,45528.45528,NA,11-Jul,0,0.87341,0,,
918,L_TODI1C_6T,L,TODI,1,T,C,6,6,2 ml,16,1300.813008,NA,11-Jul,0,0.39306,0,,
919,L_TODI1C_1W,L,TODI,1,W,C,1,1,2 ml,0,0,NA,11-Jul,0,5.90E-05,1,,
920,L_TODI1C_2W,L,TODI,1,W,C,2,2,2 ml,0,0,NA,11-Jul,0,0.001715998,1,,
921,L_TODI1C_3W,L,TODI,1,W,C,3,3,2 ml,0,0,NA,11-Jul,0,4.23E-05,1,,
922,L_TODI1C_4W,L,TODI,1,W,C,4,4,2 ml,0,0,NA,11-Jul,0,0,1,,
923,L_TODI1C_5W,L,TODI,1,W,C,5,5,2 ml,0,0,NA,11-Jul,0,0,1,,
924,L_TODI1C_6W,L,TODI,1,W,C,6,6,2 ml,0,0,NA,11-Jul,0,3.30E-05,1,,
925,L_TODI2C_1T,L,TODI,2,T,C,1,1,2 ml,200,16260.1626,NA,11-Jul,0,0.44182,0,,
926,L_TODI2C_2T,L,TODI,2,T,C,2,2,2 ml,0,0,NA,11-Jul,0,0.1709,0,,
927,L_TODI2C_3T,L,TODI,2,T,C,3,3,2 ml,140,11382.11382,NA,11-Jul,0,0.34206,0,,
928,L_TODI2C_4T,L,TODI,2,T,C,4,4,2 ml,80,6504.065041,NA,11-Jul,0,0.22232,0,,
929,L_TODI2C_5T,L,TODI,2,T,C,5,5,2 ml,30,2439.02439,NA,11-Jul,0,0.13639,0,,
930,L_TODI2C_6T,L,TODI,2,T,C,6,6,2 ml,2,162.601626,NA,11-Jul,0,0.19693,0,,Crystals present like RACA
931,L_TODI2C_1W,L,TODI,2,W,C,1,1,2 ml,0,0,NA,10-Jul,0,5.99E-05,1,,
932,L_TODI2C_2W,L,TODI,2,W,C,2,2,2 ml,0,0,NA,10-Jul,0,0.000184835,1,,
933,L_TODI2C_3W,L,TODI,2,W,C,3,3,2 ml,0,0,NA,10-Jul,0,0,1,,
934,L_TODI2C_4W,L,TODI,2,W,C,4,4,2 ml,0,0,NA,10-Jul,0,0.000178798,1,,
935,L_TODI2C_5W,L,TODI,2,W,C,5,5,2 ml,0,0,NA,10-Jul,0,0.000109601,1,,
936,L_TODI2C_6W,L,TODI,2,W,C,6,6,2 ml,0,0,NA,10-Jul,0,0,1,,
937,L_TODI3C_1T,L,TODI,3,T,C,1,1,2 ml,325,26422.76423,NA,10-Jul,0,0.53856,0,,
938,L_TODI3C_2T,L,TODI,3,T,C,2,2,2 ml,330,26829.26829,NA,10-Jul,0,0.69127,0,,
939,L_TODI3C_3T,L,TODI,3,T,C,3,3,2 ml,250,20325.20325,NA,10-Jul,0,0.37604,0,,
940,L_TODI3C_4T,L,TODI,3,T,C,4,4,2 ml,85,6910.569106,NA,10-Jul,0,0.32593,0,,
941,L_TODI3C_5T,L,TODI,3,T,C,5,5,2 ml,200,16260.1626,NA,10-Jul,0,0.28405,0,,
942,L_TODI3C_6T,L,TODI,3,T,C,6,6,2 ml,240,19512.19512,NA,10-Jul,0,0.59827,0,,
943,L_TODI3C_1W,L,TODI,3,W,C,1,1,2 ml,0,0,NA,10-Jul,0,0.000206663,1,,
944,L_TODI3C_2W,L,TODI,3,W,C,2,2,2 ml,0,0,NA,10-Jul,0,0.000263321,1,,
945,L_TODI3C_3W,L,TODI,3,W,C,3,3,2 ml,0,0,NA,10-Jul,0,0.000141645,1,,TODI3-5W missing
946,L_TODI3C_4W,L,TODI,3,W,C,4,4,2 ml,0,0,NA,10-Jul,0,2.69E-05,1,,
947,L_TODI3C_5W,L,TODI,3,W,C,5,5,2 ml,NA,#VALUE!,NA,10-Jul,0,NA,1,,leaf missing
948,L_TODI3C_6W,L,TODI,3,W,C,6,6,2 ml,0,0,NA,10-Jul,0,0.001777764,1,,
949,L_UMCA1C_1T,L,UMCA,1,T,C,1,1,2 ml,190,15447.15447,NA,6-Jul,0,0.44774,0,,
950,L_UMCA1C_2T,L,UMCA,1,T,C,2,2,2 ml,720,58536.58537,NA,6-Jul,0,0.77642,0,,
951,L_UMCA1C_3T,L,UMCA,1,T,C,3,3,2 ml,450,36585.36585,NA,6-Jul,0,0.69884,0,,
952,L_UMCA1C_4T,L,UMCA,1,T,C,4,4,2 ml,0,0,NA,6-Jul,0,0,1,,done manually
953,L_UMCA1C_5T,L,UMCA,1,T,C,5,5,2 ml,0,0,NA,6-Jul,0,0.06323,0,1,"UMCA1-4T has no drop, no lesion"
954,L_UMCA1C_6T,L,UMCA,1,T,C,6,6,2 ml,1130,91869.9187,NA,6-Jul,0,0.835,0,,
955,L_UMCA1C_1W,L,UMCA,1,W,C,1,1,2 ml,0,0,NA,6-Jul,0,0,1,,
956,L_UMCA1C_2W,L,UMCA,1,W,C,2,2,2 ml,0,0,NA,6-Jul,0,0,1,,
957,L_UMCA1C_3W,L,UMCA,1,W,C,3,3,2 ml,0,0,NA,6-Jul,0,0,1,,
958,L_UMCA1C_4W,L,UMCA,1,W,C,4,4,2 ml,0,0,NA,6-Jul,0,0,1,,
959,L_UMCA1C_5W,L,UMCA,1,W,C,5,5,2 ml,0,0,NA,6-Jul,0,0,1,,
960,L_UMCA1C_6W,L,UMCA,1,W,C,6,6,2 ml,0,0,NA,6-Jul,0,0,1,,
